2,380000000,345,672,406,91,1,1,1,1
3,380000000,359,672,403,91,1,1,1,1
3,290000000,1353,660,126,33,1,1,1,1
4,380000000,367,671,410,93,1,1,1,1
4,290000000,1351,660,126,33,1,1,1,1
5,380000000,378,672,407,91,1,1,1,1
5,290000000,1350,661,123,32,1,1,1,1
6,380000000,393,673,400,90,1,1,1,1
6,290000000,1347,661,125,33,1,1,1,1
7,380000000,403,671,412,92,1,1,1,1
7,290000000,1345,661,126,33,1,1,1,1
8,380000000,426,672,404,91,1,1,1,1
8,290000000,1345,661,124,33,1,1,1,1
9,380000000,437,672,401,91,1,1,1,1
9,290000000,1342,661,127,33,1,1,1,1
10,380000000,461,674,386,87,1,1,1,1
10,290000000,1341,661,125,33,1,1,1,1
11,380000000,476,674,380,85,1,1,1,1
11,290000000,1340,662,125,32,1,1,1,1
12,380000000,489,673,379,85,1,1,1,1
12,290000000,1339,662,125,32,1,1,1,1
13,380000000,505,673,380,85,1,1,1,1
13,290000000,1337,662,126,31,1,1,1,1
14,380000000,515,673,379,85,1,1,1,1
14,290000000,1334,662,127,31,1,1,1,1
15,380000000,535,674,368,82,1,1,1,1
15,290000000,1332,662,127,31,1,1,1,1
16,380000000,548,676,363,80,1,1,1,1
16,290000000,1330,661,131,33,1,1,1,1
17,380000000,556,676,366,81,1,1,1,1
17,290000000,1329,661,128,33,1,1,1,1
18,380000000,567,674,371,82,1,1,1,1
18,290000000,1327,661,130,33,1,1,1,1
19,380000000,576,673,377,84,1,1,1,1
19,290000000,1326,661,130,33,1,1,1,1
20,380000000,594,675,367,82,1,1,1,1
20,290000000,1322,660,135,34,1,1,1,1
21,380000000,609,675,362,80,1,1,1,1
21,290000000,1322,660,133,34,1,1,1,1
22,380000000,618,674,364,81,1,1,1,1
22,290000000,1320,660,133,34,1,1,1,1
23,380000000,630,673,364,80,1,1,1,1
23,290000000,1318,659,135,35,1,1,1,1
24,380000000,645,673,358,79,1,1,1,1
24,290000000,1320,661,128,33,1,1,1,1
25,380000000,658,674,354,78,1,1,1,1
25,290000000,1319,661,126,33,1,1,1,1
26,380000000,672,674,351,77,1,1,1,1
26,290000000,1318,662,125,32,1,1,1,1
27,380000000,683,676,343,75,1,1,1,1
27,290000000,1316,662,126,32,1,1,1,1
28,380000000,695,675,346,75,1,1,1,1
28,290000000,1313,662,128,32,1,1,1,1
29,380000000,703,673,350,76,1,1,1,1
29,290000000,1311,661,129,33,1,1,1,1
30,380000000,710,671,366,80,1,1,1,1
30,290000000,1309,661,131,33,1,1,1,1
31,380000000,724,670,362,79,1,1,1,1
31,290000000,1307,661,131,33,1,1,1,1
32,380000000,738,670,355,78,1,1,1,1
32,290000000,1305,661,131,33,1,1,1,1
33,380000000,744,670,360,79,1,1,1,1
33,290000000,1303,661,133,33,1,1,1,1
34,380000000,755,670,357,79,1,1,1,1
34,290000000,1301,661,134,33,1,1,1,1
35,380000000,768,669,356,78,1,1,1,1
35,290000000,1300,660,137,34,1,1,1,1
36,380000000,781,669,354,78,1,1,1,1
36,290000000,1298,660,132,34,1,1,1,1
37,380000000,797,669,349,77,1,1,1,1
37,290000000,1299,662,129,32,1,1,1,1
38,380000000,812,669,347,77,1,1,1,1
38,290000000,1301,662,127,32,1,1,1,1
39,380000000,826,670,343,76,1,1,1,1
39,290000000,1299,661,132,33,1,1,1,1
40,380000000,830,669,346,77,1,1,1,1
40,290000000,1297,661,131,33,1,1,1,1
41,380000000,842,668,344,77,1,1,1,1
41,290000000,1295,662,129,32,1,1,1,1
42,380000000,855,667,342,77,1,1,1,1
42,290000000,1293,661,131,33,1,1,1,1
43,380000000,870,669,333,75,1,1,1,1
43,290000000,1292,662,129,32,1,1,1,1
44,380000000,882,668,334,76,1,1,1,1
44,290000000,1288,662,133,33,1,1,1,1
45,380000000,889,667,333,76,1,1,1,1
45,290000000,1286,661,135,34,1,1,1,1
46,380000000,901,668,325,74,1,1,1,1
46,290000000,1285,660,136,34,1,1,1,1
47,380000000,913,669,315,71,1,1,1,1
47,290000000,1283,659,138,35,1,1,1,1
48,380000000,923,669,316,72,1,1,1,1
48,290000000,1281,659,140,36,1,1,1,1
49,380000000,935,669,312,71,1,1,1,1
49,290000000,1281,660,138,35,1,1,1,1
50,380000000,948,671,306,69,1,1,1,1
50,290000000,1280,660,135,35,1,1,1,1
51,380000000,960,671,302,68,1,1,1,1
51,290000000,1279,660,136,35,1,1,1,1
52,380000000,968,669,308,69,1,1,1,1
52,290000000,1278,660,135,35,1,1,1,1
53,380000000,981,670,298,67,1,1,1,1
53,290000000,1277,660,133,35,1,1,1,1
54,380000000,989,670,298,67,1,1,1,1
54,290000000,1275,660,133,35,1,1,1,1
55,380000000,996,669,298,67,1,1,1,1
55,290000000,1274,660,133,35,1,1,1,1
56,380000000,1005,669,298,67,1,1,1,1
56,290000000,1273,660,133,35,1,1,1,1
57,380000000,1013,669,298,67,1,1,1,1
57,290000000,1272,660,133,35,1,1,1,1
58,380000000,1021,669,298,67,1,1,1,1
58,290000000,1270,660,133,35,1,1,1,1
59,380000000,1028,669,298,67,1,1,1,1
